@relation star_classification-weka.filters.unsupervised.attribute.NominalToBinary-R18-weka.filters.unsupervised.attribute.NominalToBinary-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily

@attribute obj_ID numeric
@attribute alpha numeric
@attribute delta numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run_ID numeric
@attribute rerun_ID numeric
@attribute cam_col numeric
@attribute field_ID numeric
@attribute spec_obj_ID numeric
@attribute redshift numeric
@attribute plate numeric
@attribute MJD numeric
@attribute fiber_ID numeric
@attribute class {GALAXY,QSO,STAR}

@data
1,0.960701,0.536141,0.640456,0.513449,0.525493,0.609753,0.560363,1,0,0.2,0.033416,0.505526,0.000661,0.505523,0.669613,0.572718,STAR
0.945275,0.920971,0.239926,0.439646,0.390948,0.357282,0.392438,0.364913,0.945276,0,0.2,0.138614,0.387771,0.026331,0.387775,0.558978,0.197593,GALAXY
0.434952,0.958431,0.10399,0.643573,0.746135,0.76053,0.870297,0.815481,0.434944,0,0.4,0.30198,0.72736,0.13871,0.727355,0.827348,0.795386,GALAXY
0.397203,0.680148,0.437761,0.78734,0.688155,0.616091,0.636509,0.567359,0.397178,0,0.6,0.132426,0.36011,0.082478,0.360118,0.552624,0.02006,GALAXY
0.936635,0.98126,0.148918,0.758384,0.627484,0.660682,0.764874,0.697585,0.936583,0,0.8,0.337871,0.323783,0.000576,0.323787,0.576243,0.175527,STAR
0.936635,0.004085,0.151678,0.401617,0.536312,0.603105,0.692461,0.646349,0.936583,0,0.8,0.405941,0.688728,0.343461,0.688733,0.824724,0.292879,QSO
0.936636,0.039894,0.150665,0.524667,0.549683,0.572185,0.663019,0.617427,0.936583,0,0.8,0.512376,0.689546,0.000574,0.689551,0.784669,0.255767,STAR
0.0388,0.464288,0.989772,0.409955,0.384547,0.366592,0.402599,0.374038,0.038763,0,0.8,0.139851,0.013426,0.019479,0.01342,0.032735,0.611836,GALAXY
0.0388,0.477746,0.995104,0.551414,0.575203,0.485465,0.520681,0.481665,0.038763,0,0.8,0.154703,0.013507,0.063887,0.013501,0.03453,0.570712,GALAXY
0.239547,0.402201,0.721346,0.758301,0.705985,0.657988,0.673983,0.584148,0.239561,0,0.2,0.02104,0.571972,0.000628,0.571966,0.693094,0.755266,STAR
0.239547,0.403556,0.723095,0.834954,0.568398,0.546844,0.59639,0.555029,0.239561,0,0.2,0.023515,0.041565,0.112411,0.041568,0.086188,0.112337,GALAXY
0.239547,0.405251,0.727548,0.517672,0.635241,0.688403,0.820974,0.75574,0.239561,0,0.2,0.027228,0.571314,0.350911,0.571312,0.692956,0.594784,QSO
0.397203,0.670706,0.464849,0.272872,0.284742,0.3138,0.366551,0.373096,0.397178,0,0.6,0.102723,0.08731,0.006062,0.087309,0.156354,0.366098,GALAXY
0.267213,0.369242,0.167774,0.47664,0.545082,0.432437,1,0.480061,0.267208,0,0.4,0.142327,0.070696,0.042996,0.070698,0.135083,0.187563,GALAXY
0.267213,0.398041,0.181255,0.881446,0.616226,0.542382,0.571441,0.507201,0.267208,0,0.4,0.227723,0.371896,0.078487,0.371901,0.585083,0.167503,GALAXY
0.267213,0.390573,0.177509,0.836954,0.712179,0.703075,0.712514,0.654743,0.267208,0,0.4,0.205446,0.371815,0.103763,0.371819,0.584392,0.200602,GALAXY
0.434952,0.925998,0.103682,0.414267,0.398835,0.405103,0.450381,0.422066,0.434944,0,0.4,0.205446,0.057931,0.016019,0.057933,0.154834,0.181545,GALAXY
0.434952,0.936506,0.104525,0.381847,0.357735,0.339792,0.373372,0.349015,0.434944,0,0.4,0.237624,0.004091,0.025662,0.004091,0.062293,0.228686,GALAXY
0.397203,0.702192,0.363684,0.742238,0.5339,0.447434,0.473657,0.435414,0.397178,0,0.6,0.209158,0.101626,0.065554,0.101628,0.204006,0.19659,GALAXY
0.397203,0.667338,0.474527,0.632542,0.67859,0.647645,0.676913,0.601926,0.397178,0,0.6,0.091584,0.359949,0.092796,0.359954,0.55511,0.138415,GALAXY
0.609424,0.710017,0.70371,0.688266,0.748822,0.693384,0.668334,0.594072,0.609377,0,0.8,0.001238,0.466326,0.12707,0.466328,0.608564,0.310933,GALAXY
0.945275,0.055646,0.259058,0.530716,0.619449,0.681344,0.769745,0.721856,0.945276,0,0.2,0.532178,0.879464,0.258544,0.87947,0.938674,0.303912,QSO
0.774437,0.402024,0.185112,0.616155,0.644217,0.582047,0.601105,0.565065,0.774405,0,0.6,0.231436,0.371982,0.086569,0.371983,0.587293,0.373119,GALAXY
0.93138,0.124747,0.150157,0.69959,0.74486,0.663453,0.657187,0.590703,0.93131,0,1,0.194307,0.321672,0.10158,0.321659,0.523204,0.986961,GALAXY
0.140554,0.378523,0.160213,0.717069,0.765115,0.673336,0.699315,0.628466,0.140516,0,0.8,0.127475,0.285665,0.088663,0.285656,0.495166,0.832497,GALAXY
0.233295,0.390331,0.702727,0.429888,0.400426,0.375704,0.415152,0.386434,0.233291,0,0.4,0.264851,0.041485,0.03051,0.041486,0.085912,0.22668,GALAXY
0.340625,0.378955,0.581675,0.42569,0.695637,1,0.828314,0.899606,0.340601,0,0.6,0.157178,0.811313,0.000701,0.811308,0.892956,0.798395,STAR
0.774277,0.337811,0.657257,0.575956,0.61204,0.524102,0.563377,0.506295,0.774263,0,0.4,0.289604,0.284517,0.059602,0.28451,0.527762,0.702106,GALAXY
0.39234,0.504612,0.661775,0.471532,0.480593,0.512472,0.592194,0.56472,0.392333,0,0.4,0.181931,0.659201,0.000657,0.659193,0.804006,0.918756,STAR
0.688679,0.408148,0.303315,0.842131,0.716453,0.737135,0.769259,0.680293,0.688613,0,1,0.247525,0.75779,0.136862,0.757794,0.841436,0.355065,GALAXY
0.489642,0.499204,0.54923,0.649632,0.531847,0.470696,0.502993,0.460915,0.489668,0,0,0.50495,0.349817,0.046231,0.349808,0.53826,0.861585,GALAXY
0.991342,0.922597,0.336498,0.976749,0.725957,0.630528,0.656849,0.576388,0.991307,0,0.6,0.049505,0.38483,0.097167,0.384829,0.560497,0.450351,GALAXY
0.384947,0.522457,0.207545,0.562967,0.666153,0.564741,0.569661,0.488961,0.384922,0,0.6,0.178218,0.415346,0.100755,0.415351,0.584945,0.180542,GALAXY
0.744794,0.957834,0.460974,0.568876,0.503115,0.513428,0.592044,0.561365,0.744763,0,0.6,0.071782,0.603876,0.000632,0.603879,0.812569,0.342026,STAR
0.937437,0.113279,0.155245,0.607882,0.702451,0.773974,0.840116,0.743156,0.937438,0,0.2,0.309406,0.743888,0.180512,0.743883,0.878867,0.747242,GALAXY
0.595992,0.634647,0.275378,0.571033,0.651028,0.717374,0.84456,0.753036,0.595981,0,0.4,0.141089,0.422386,0.454407,0.422388,0.596823,0.317954,QSO
0.936617,0.959088,0.142541,0.531513,0.658153,0.7039,0.810412,0.748688,0.936583,0,0.6,0.272277,0.898203,0.21827,0.898208,0.930387,0.338014,QSO
0.351421,0.360089,0.488853,0.789921,0.612436,0.540593,0.57865,0.525911,0.351432,0,0.2,0.032178,0.077077,0.054783,0.07708,0.171409,0.110331,GALAXY
0.351421,0.358896,0.484177,0.626762,0.541584,0.474116,0.506117,0.460169,0.351432,0,0.2,0.028465,0.077077,0.059145,0.07708,0.171409,0.141424,GALAXY
0.566118,0.468719,0.470819,0.510769,0.652922,0.71921,0.84461,0.762926,0.566054,0,1,0.462871,0.902619,0.170699,0.902627,0.94337,0.217653,QSO
0.434952,0.948449,0.104447,0.619374,0.767108,0.819345,0.825247,0.716994,0.434944,0,0.4,0.272277,0.726693,0.13904,0.7267,0.825276,0.203611,GALAXY
0.945275,0.986744,0.263648,0.605995,0.699242,0.591852,0.60139,0.535206,0.945276,0,0.2,0.331683,0.477218,0.086304,0.477211,0.628039,0.796389,GALAXY
0.945275,0.013871,0.26507,0.565338,0.515963,0.453935,0.489045,0.448095,0.945276,0,0.2,0.410891,0.479752,0.043177,0.479748,0.627762,0.667001,GALAXY
0.233295,0.327296,0.487403,0.52158,0.647843,0.745678,0.740867,0.629027,0.233291,0,0.4,0.064356,0.815072,0.000649,0.815072,0.885221,0.531595,GALAXY
0.108899,0.020201,0.308437,0.602224,0.704357,0.621778,0.632447,0.557539,0.108878,0,0.6,0.231436,0.479917,0.090539,0.479912,0.629282,0.71013,GALAXY
0.397061,0.672505,0.510846,0.433299,0.371197,0.34234,0.373717,0.347048,0.397036,0,0.6,0.121287,0.088373,0.027079,0.088372,0.163536,0.325978,GALAXY
0.397061,0.662537,0.542054,0.841516,0.694506,0.586324,0.598227,0.539216,0.397036,0,0.6,0.089109,0.379682,0.0898,0.379674,0.555249,0.766299,GALAXY
0.397061,0.684633,0.471548,0.782191,0.642686,0.550704,0.577041,0.525408,0.397036,0,0.6,0.160891,0.382867,0.07532,0.382866,0.560635,0.462387,GALAXY
0.397203,0.639552,0.544374,0.611794,0.500128,0.443609,0.475698,0.44099,0.397178,0,0.6,0.007426,0.359468,0.046685,0.359463,0.558564,0.628887,GALAXY
0.397203,0.701903,0.366815,0.813876,0.656693,0.646485,0.673381,0.646961,0.397178,0,0.6,0.207921,0.315274,0.10103,0.315277,0.551381,0.220662,GALAXY
0.397203,0.668591,0.469584,0.298774,0.32741,0.352811,0.404649,0.394809,0.397178,0,0.6,0.096535,0.087231,0.015709,0.087227,0.156077,0.502508,GALAXY
0.474588,0.53434,0.598456,0.552675,0.577393,0.490565,0.530034,0.512519,0.474562,0,0.6,0.054455,0.136076,0.059515,0.136077,0.287293,0.252758,GALAXY
0.397203,0.670737,0.464265,0.809415,0.69772,0.628859,0.644148,0.576491,0.397178,0,0.6,0.102723,0.35988,0.089177,0.359872,0.559392,0.774323,GALAXY
0.397203,0.706623,0.34802,0.423563,0.391835,0.34613,0.374981,0.346579,0.397178,0,0.6,0.225248,0.101544,0.029489,0.101547,0.20442,0.164493,GALAXY
0.397203,0.637873,0.546999,0.334989,0.335941,0.355768,0.403603,0.392893,0.397178,0,0.6,0.003713,0.08674,0.014825,0.086736,0.196685,0.508526,GALAXY
0.397203,0.701226,0.367136,0.547536,0.470469,0.414061,0.449345,0.415012,0.397178,0,0.6,0.205446,0.315275,0.043477,0.315277,0.551381,0.263791,GALAXY
0.397203,0.657859,0.498567,0.881046,0.667621,0.583448,0.600038,0.538275,0.397178,0,0.6,0.063119,0.360042,0.083771,0.360036,0.555249,0.686058,GALAXY
0.992179,0.940859,0.374345,0.603654,0.680078,0.676303,0.679891,0.639534,0.992162,0,0.4,0.10396,0.47402,0.116515,0.47402,0.620028,0.42327,GALAXY
0.992179,0.92447,0.360611,0.549472,0.43924,0.397453,0.428643,0.392357,0.992162,0,0.4,0.056931,0.384167,0.034954,0.384175,0.576105,0.025075,GALAXY
0.239548,0.495886,0.820175,0.520622,0.646167,0.733167,0.856592,0.799355,0.239561,0,0.2,0.205446,0.646595,0.327861,0.646592,0.791575,0.665998,QSO
0.239547,0.402082,0.723187,0.443705,0.555117,0.625801,0.740575,0.668865,0.239561,0,0.2,0.02104,0.571972,0.176177,0.571966,0.693094,0.744233,QSO
0.267213,0.345095,0.156279,0.261561,0.268432,0.281433,0.317496,0.313685,0.267208,0,0.4,0.069307,0.070205,0.015309,0.070207,0.131077,0.174524,GALAXY
0.945275,0.03066,0.264782,0.414262,0.533989,0.591348,0.699037,0.6677,0.945276,0,0.2,0.459158,0.876846,0.154284,0.876851,0.935083,0.321966,QSO
0.945275,0.033892,0.26389,0.613999,0.588265,0.64496,0.745932,0.692096,0.945276,0,0.2,0.469059,0.481066,0.000548,0.481057,0.620856,0.881645,STAR
0.434952,0.940466,0.103754,0.742959,0.930761,0.894395,0.895752,0.848368,0.434944,0,0.4,0.248762,0.727518,0.124634,0.727518,0.862155,0.517553,GALAXY
0.991877,0.992235,0.003353,0.707989,0.563083,0.531666,0.542573,0.482961,0.991877,0,0.2,0.358911,0.558056,0.087193,0.558056,0.674171,0.481444,GALAXY
0.344473,0.180182,0.476708,0.693049,0.730082,0.558761,0.507961,0.398094,0.344449,0,0.6,0.044554,0.107359,0.000666,0.107356,0.180525,0.438315,STAR
0.233295,0.33662,0.529878,0.762722,0.614383,0.558565,0.585063,0.514648,0.233291,0,0.4,0.100248,0.280662,0.055491,0.280664,0.526657,0.264794,GALAXY
0.526784,0.954199,0.426583,0.600395,0.710172,0.762279,0.902733,0.816991,0.526721,0,1,0.314356,0.59986,0.236606,0.599869,0.775829,0.007021,QSO
0.774437,0.379186,0.121449,0.859183,0.704921,0.6505,0.669146,0.598693,0.774405,0,0.6,0.152228,0.285819,0.095917,0.285819,0.531492,0.366098,GALAXY
0.39234,0.513695,0.6636,0.806409,0.766949,0.721517,0.742992,0.63591,0.392333,0,0.4,0.20297,0.659283,0.000719,0.659275,0.804696,0.911735,STAR
0.39234,0.522194,0.661969,0.654235,0.684324,0.740439,0.899834,0.875906,0.392333,0,0.4,0.221535,0.659364,0.370009,0.659357,0.804006,0.885657,QSO
0.688679,0.366478,0.261578,0.637605,0.627456,0.609633,0.610593,0.530822,0.688613,0,1,0.123762,0.405951,0.118394,0.405941,0.588398,0.914744,GALAXY
0.384965,0.57356,0.20579,0.382547,0.455404,0.51787,0.616582,0.576539,0.384922,0,0.8,0.32797,0.371418,0.400559,0.37141,0.555387,0.820461,QSO
0.489642,0.548744,0.542472,0.476161,0.605228,0.586438,0.628337,0.572592,0.489668,0,0,0.627475,0.504225,0.088613,0.504214,0.645304,0.996991,GALAXY
0.240171,0.368985,0.693875,0.410912,0.518856,0.596666,0.705976,0.64112,0.240131,0,0.8,0.217822,0.650934,0.364623,0.650929,0.73895,0.75326,QSO
0.157211,0.426268,0.842157,0.558183,0.542111,0.472724,0.507184,0.463016,0.15719,0,0.6,0.262376,0.553145,0.063113,0.553146,0.685912,0.408225,GALAXY
0.525644,0.754598,0.433257,0.56183,0.556141,0.573361,0.65686,0.609315,0.525581,0,1,0.170792,0.152936,0.000546,0.152933,0.351105,0.440321,STAR
0.569645,0.44463,0.409632,0.423924,0.429696,0.46373,0.54364,0.532481,0.569617,0,0.6,0.37005,0.239256,0.004828,0.23926,0.440746,0.139418,GALAXY
0.569645,0.34888,0.284961,0.780676,0.869053,0.803629,0.654914,0.48126,0.569617,0,0.6,0.089109,0.341791,0.000689,0.341789,0.534669,0.494483,STAR
0.384947,0.53331,0.206069,0.908483,0.743322,0.647183,0.663268,0.589853,0.384922,0,0.6,0.210396,0.368963,0.081637,0.368955,0.597238,0.784353,GALAXY
0.47938,0.48148,0.578169,0.74739,0.555464,0.48108,0.523654,0.488476,0.479407,0,0,0.12005,0.350951,0.056444,0.350953,0.542265,0.277834,GALAXY
0.08542,0.005962,0.319448,0.676751,0.688154,0.646297,0.669437,0.605315,0.085364,0,1,0.377475,0.478851,0.079786,0.478848,0.624448,0.611836,GALAXY
0.524736,0.967742,0.444709,0.70613,0.757955,0.733723,0.755233,0.641803,0.524726,0,0.4,0.527228,0.603788,0.116451,0.603797,0.779006,0.032096,GALAXY
0.683228,0.116759,0.533434,0.522949,0.378699,0.328675,0.34631,0.32367,0.683198,0,0.6,0.178218,0.235984,0.000655,0.235987,0.439779,0.170512,STAR
0.384965,0.470638,0.209621,0.804015,0.679653,0.738079,0.855977,0.763414,0.384922,0,0.8,0.024752,0.41265,0.000694,0.41265,0.632597,0.420261,STAR
0.394781,0.676465,0.164999,0.474788,0.535057,0.607602,0.711691,0.647715,0.394756,0,0.6,0.261139,0.366675,0.387194,0.366664,0.551796,0.939819,QSO
0.93138,0.123221,0.148095,0.862817,0.711663,0.620257,0.642984,0.573071,0.93131,0,1,0.189356,0.32167,0.089108,0.321659,0.523204,0.888666,GALAXY
0.987209,0.057675,0.018617,0.574257,0.710639,0.629475,0.665505,0.580813,0.987174,0,0.6,0.118812,0.559205,0.0879,0.559201,0.677762,0.651956,GALAXY
0.140554,0.419135,0.172378,0.568896,0.653624,0.636275,0.671829,0.61458,0.140516,0,0.8,0.248762,0.366099,0.11166,0.366091,0.55,0.774323,GALAXY
0.351421,0.368959,0.512591,0.697617,0.753139,0.663072,0.648503,0.56257,0.351432,0,0.2,0.059406,0.397587,0.121564,0.397594,0.591989,0.060181,GALAXY
0.351421,0.390435,0.565312,0.511633,0.458014,0.410666,0.450684,0.418683,0.351432,0,0.2,0.122525,0.07757,0.04015,0.077571,0.179972,0.203611,GALAXY
0.481447,0.403349,0.518985,0.797945,1,0.760422,0.773104,0.652054,0.481402,0,0.8,0.136139,0.904345,0.138227,0.904345,0.93163,0.601805,GALAXY
0.351421,0.394321,0.575255,0.611749,0.723588,0.677794,0.691,0.598969,0.351432,0,0.2,0.133663,0.811557,0.106233,0.811554,0.902348,0.72016,GALAXY
0.351421,0.390793,0.567222,0.479639,0.432481,0.37388,0.399451,0.375496,0.351432,0,0.2,0.123762,0.448741,0.039481,0.448736,0.644475,0.675025,GALAXY
0.945275,0.030971,0.265724,0.388126,0.517392,0.535718,0.637621,0.599986,0.945276,0,0.2,0.460396,0.876845,0.223341,0.876851,0.935083,0.27984,QSO
0.945275,0.052818,0.261163,0.478045,0.566206,0.610366,0.712238,0.646988,0.945276,0,0.2,0.524752,0.355217,0.143603,0.355208,0.576796,0.841525,QSO
0.397203,0.664888,0.482608,0.19325,0.202064,0.224062,0.254666,0.260904,0.397178,0,0.6,0.082921,0.087149,0.01394,0.087145,0.155387,0.503511,GALAXY
0.945275,0.023129,0.264862,0.768938,0.702021,0.66147,0.665986,0.581973,0.945276,0,0.2,0.438119,0.480249,0.089455,0.480239,0.625414,0.956871,GALAXY
0.945276,0.063132,0.257043,0.789991,0.566051,0.476133,0.507789,0.462464,0.945276,0,0.2,0.554455,0.355125,0.056716,0.355126,0.571823,0.342026,GALAXY
0.367151,0.566737,0.720453,0.495995,0.497139,0.555759,0.580219,0.613783,0.367108,0,0.8,0.141089,0.525485,0.030251,0.525489,0.646271,0.268806,GALAXY
0.445035,0.027475,0.094046,0.64205,0.737169,0.727698,0.806666,0.778626,0.445062,0,0,0.211634,0.738408,0.116549,0.738401,0.882459,0.875627,GALAXY
0.434952,0.925439,0.103166,0.683945,0.758277,0.78676,0.839169,0.811291,0.434944,0,0.4,0.204208,0.729148,0.154585,0.729155,0.874309,0.199599,GALAXY
0,0.514916,0.074826,0.429469,0.520766,0.563636,0.646562,0.599,0,0,0.4,0.25495,0.282377,0.485858,0.282383,0.485912,0.09328,QSO
0,0.44934,0.078399,0.766906,0.676501,0.721043,0.856932,0.833722,0,0,0.4,0.059406,0.283118,0.657533,0.283119,0.534669,0.313942,QSO
0.397203,0.704312,0.357979,0.535292,0.627722,0.536982,0.575457,0.521369,0.397178,0,0.6,0.216584,0.31527,0.064207,0.315277,0.551381,0.047141,GALAXY
0.945275,0.950074,0.251691,0.476748,0.561128,0.623445,0.728217,0.667481,0.945276,0,0.2,0.22401,0.386544,0.39165,0.386548,0.624724,0.199599,QSO
0.239548,0.508213,0.821045,0.56143,0.564196,0.595025,0.685571,0.651617,0.239561,0,0.2,0.227723,0.645445,0.000631,0.645446,0.852901,0.447342,STAR
0.992179,0.923734,0.359288,0.805683,0.7092,0.639961,0.642888,0.559018,0.992162,0,0.4,0.054455,0.384834,0.094766,0.384829,0.560497,0.621866,GALAXY
0.434952,0.955035,0.104728,0.595985,0.72238,0.74904,0.869056,0.745084,0.434944,0,0.4,0.292079,0.7222,0.197555,0.722199,0.876934,0.562688,QSO
0.945276,0.077515,0.253124,0.771807,0.712122,0.648704,0.67201,0.618858,0.945276,0,0.2,0.596535,0.35455,0.08284,0.354554,0.537983,0.212638,GALAXY
0.525608,0.743503,0.441114,0.530165,0.520748,0.54204,0.625937,0.590667,0.525581,0,0.6,0.141089,0.152857,0.000615,0.152852,0.305525,0.598796,STAR
0.233295,0.360203,0.619982,0.605063,0.705578,0.648331,0.665373,0.583901,0.233291,0,0.4,0.180693,0.281315,0.113033,0.281319,0.527901,0.166499,GALAXY
0.533019,0.932209,0.402147,0.756399,0.901861,0.740534,0.745815,0.618219,0.532991,0,0.6,0.054455,0.593807,0.117412,0.593814,0.727348,0.146439,GALAXY
0.533019,0.932102,0.402733,0.607808,0.728509,0.709077,0.72597,0.628722,0.532991,0,0.6,0.054455,0.593808,0.128432,0.593814,0.727348,0.190572,GALAXY
0.569645,0.443838,0.408288,0.213131,0.329296,0.378504,0.46306,0.464525,0.569617,0,0.6,0.367574,0.499143,0.18438,0.499141,0.64116,0.560682,QSO
0.569645,0.447764,0.411392,0.30551,0.305581,0.32166,0.373596,0.368126,0.569617,0,0.6,0.378713,0.239343,0.000615,0.239342,0.440608,0.386158,STAR
0.08542,0.004743,0.319039,0.628484,0.596971,0.505645,0.540176,0.484919,0.085364,0,1,0.375,0.478368,0.066095,0.478357,0.632182,0.978937,GALAXY
0.434952,0.943496,0.10335,0.515388,0.497258,0.461003,0.506243,0.463252,0.434944,0,0.4,0.258663,0.058176,0.028422,0.058179,0.163812,0.177533,GALAXY
0.434952,0.926117,0.104411,0.396663,0.418664,0.441842,0.503218,0.474272,0.434944,0,0.4,0.206683,0.057931,0.016645,0.057933,0.154834,0.182548,GALAXY
0.983094,0.969446,0.083998,0.748871,0.738003,0.715555,0.736306,0.640982,0.983041,0,0.8,0.165842,0.722357,0.097882,0.722363,0.873066,0.204614,GALAXY
0.566064,0.431644,0.425366,0.307092,0.287252,0.293885,0.331333,0.318916,0.566054,0,0.4,0.360149,0.165295,0.007123,0.165289,0.282044,0.592778,GALAXY
0.566064,0.438685,0.432472,0.255311,0.374918,0.42586,0.510152,0.455746,0.566054,0,0.4,0.37995,0.828905,0.053121,0.828901,0.890055,0.757272,QSO
0.038764,0.648815,0.865742,0.502212,0.49923,0.432256,0.467463,0.429116,0.038763,0,0.4,0.389851,0.023645,0.060161,0.023648,0.09047,0.147442,GALAXY
0.149622,0.606993,0.156666,0.977106,0.627745,0.556004,0.560454,0.495345,0.149637,0,0.2,0.288366,0.364452,0.088967,0.364455,0.551105,0.25677,GALAXY
0.149622,0.609521,0.156096,0.585578,0.632231,0.545262,0.586078,0.532814,0.149637,0,0.2,0.295792,0.364375,0.064554,0.364373,0.547514,0.484453,GALAXY
0.108899,0.023543,0.30936,0.649073,0.692936,0.632382,0.661797,0.592041,0.108878,0,0.6,0.240099,0.479922,0.082828,0.479912,0.629282,0.958877,GALAXY
0.108899,0.034049,0.307192,0.682745,0.629028,0.554393,0.564848,0.503895,0.108878,0,0.6,0.27104,0.007617,0.081296,0.00761,0.025829,0.620863,GALAXY
0.937437,0.111416,0.154455,0.6297,0.756799,0.840322,0.900709,0.760463,0.937438,0,0.2,0.303218,0.743884,0.157811,0.743883,0.878867,0.582748,GALAXY
0.239548,0.483328,0.813566,0.536742,0.490827,0.425988,0.458694,0.426619,0.239561,0,0.2,0.183168,0.056292,0.057858,0.056297,0.140193,0.048144,GALAXY
0.594763,0.477013,0.376842,0.276863,0.308815,0.34695,0.401534,0.391295,0.594699,0,1,0.090347,0.177728,0.008119,0.177727,0.342127,0.408225,GALAXY
0.945275,0.03657,0.262437,0.615342,0.667914,0.754172,0.871334,0.749212,0.945276,0,0.2,0.476485,0.481136,0.400656,0.481139,0.628867,0.27984,QSO
0.397239,0.703508,0.372693,0.535594,0.455178,0.408666,0.377426,0.328502,0.397178,0,1,0.209158,0.101632,0.000668,0.101628,0.204006,0.48345,STAR
0.109326,0.406796,0.137883,0.680996,0.722961,0.675303,0.655127,0.580458,0.109306,0,0.6,0.183168,0.361429,0.11506,0.361427,0.545994,0.491474,GALAXY
0.109326,0.430579,0.141572,0.347593,0.339216,0.343775,0.384976,0.371674,0.109306,0,0.6,0.253713,0.014488,0.018289,0.014483,0.042403,0.479438,GALAXY
0.351421,0.359949,0.488674,0.831379,0.669441,0.538252,0.580618,0.531967,0.351432,0,0.2,0.032178,0.337787,0.079366,0.337779,0.530939,0.799398,GALAXY
0.351421,0.376927,0.532118,0.349258,0.35113,0.389408,0.455752,0.454131,0.351432,0,0.2,0.082921,0.077333,0.009013,0.077326,0.177072,0.626881,GALAXY
0.566118,0.471879,0.472356,0.795735,0.676283,0.603128,0.525378,0.424212,0.566054,0,1,0.471535,0.154653,0.000662,0.154652,0.29047,0.374122,STAR
0.149622,0.602115,0.157127,0.904884,0.673119,0.596849,0.658989,0.596544,0.149637,0,0.2,0.273515,0.021106,0.061908,0.021111,0.049309,0.019057,GALAXY
